English Word,Original Bengali Word,Predicted Bengali Word
praakrritaani,প্রাকৃতানি,প্রকৃততানি
theng,ঠ্যাং,থেন
sobrakom,সবরকম,সব্রাকম
bhojsova,ভোজসভা,ভোজসভা
winda,উইন্ড,উইন্ডা
roktokhoron,রক্তক্ষরণ,রক্তখরণ
drake,ড্রেক,ড্রেক
beaverton,বেঅভীর্তন,বিভার্টন
essel,এস্সেল,এসেল
parisfut,পরিস্ফুট,পরিশফুত
manasikata,মানসিকতা,মানসিকতা
damee,ডামি,দ্যামি
navas,নাভাস,নাভাস
harmon,হর্মোন,হর্মোন
dhormantorito,ধর্মান্তরিত,ধর্মান্তরিত
daataabej,ডাটাবেজ,দাতাবে
benitez,বেনিতেজ,বেনিতেজ
oncholer,অঞ্চলের,অঞ্চলের
atyabasyak,অত্যাবশ্যক,অত্যাবস্যক
chatting,চ্যাটিং,চ্যাটিং
capsuler,ক্যাপসুলের,ক্যাপসুলের
rosales,রসেলস,রোসালেস
bhaasar,ভাষার,ভাষার
doe,দৈ,ডিউ
dac,ডক,ডাক
sabasamayai,সবসময়ই,সবসমাায়ই
gofoor,গফুর,গফুর
fonkaded,ফোঁকড়ের,ফোনকাদ
panchomukh,পঞ্চমুখ,পাঁচমুখ
meemaangsaar,মীমাংসার,মীমাংসার
elakaagulor,এলাকাগুলোর,এলাকাগুলোর
mani,মানি,মানি
baakyapatu,বাক্যপটু,বাক্যপাতু
tautshonglogno,তৎসংলগ্ন,তাউতশংলগ্ন
bonshe,বংশে,বনশে
mon,মণ,মন
abhineta,অভিনেতা,অভিনেতা
siramik,সিরামিক,সিরামিক
patan,পতন,পাতান
jitatei,জিততেই,জিতাতেই
janiyechhi,জানিয়েছি,জানিয়েছি
avenues,এভিনিউস,আভিযুয়েস
vai,ভাই,ভাই
nahan,নাহান,নাহান
dinu,দিনু,দিনু
pravrittigulike,প্রবৃত্তিগুলিকে,প্রাবত্তিগুলিকে
laalasaa,লালসা,লালাসা
manjurer,মঞ্জুরের,মঞ্জুরের
prasraaber,প্রস্রাবের,প্রসরাবের
chaturdash,চতুর্দশ,চতুর্দশ
oitijjhoke,ঐতিহ্যকে,ঐতিহ্যকে
chirkute,চিরকুটে,চিরকুতে
jonng,জং,জন্ং
kaksabaajaarer,কক্সবাজারের,কক্সবাজারের
elapiji,এলপিজি,এলাপিজি
totsonglogno,তৎসংলগ্ন,তৎসংলগ্ন
ghumare,ঘুমারে,ঘুমারে
torentote,টরেন্টোতে,টরেন্টোতে
shores,শোরেস,শোরেস
sipon,শিপন,সিপন
swalpota,স্বল্পতা,স্বল্পতা
insurance,ইন্সুরেন্স,ইন্সুরেন্স
databaj,ডাটাবেজ,ডাটাবা
zong,জং,জংং
dharmeeyaderake,ধর্মীয়দেরকে,ধর্মীয়দেরকে
choudharyshoho,চৌধুরীসহ,চৌধারীশসহ
shikkhai,শিক্ষাই,শিক্ষাই
herrera,হেররেরা,হেরেরা
prodhantomo,প্রধানতম,প্রধানতম
raktadaan,রক্তদান,রক্তদান
chalochchitroo,চলচ্চিত্রও,চালচচিত্র
horton,হোর্টোন,হর্টন
societi,সোসাইটি,সোসিতি
ubhochar,উভচর,উভযাচার
trioo,ত্রয়,ত্রিও
sangosthaguli,সংস্থাগুলি,সংস্থাগুলি
prakalpey,প্রকল্পে,প্রকল্পে
paoli,পাওলি,পাওলি
codekey,কোডকে,কোডকে
nadiguli,নদীগুলি,নদীগুলি
sopard,সোপর্দ,সোপার্ড
bosobasroto,বসবাসরত,বসবাস্রত
brentwood,ব্রেন্টউড,ব্রেন্টুুড
jose,জোস,জোসে
poway,পোয়ায়,পোয়
postmasterr,পোস্টমাস্টার,পোস্টমাস্টার
scoring,স্কোরিং,স্কোরিং
pikaso,পিকাসো,পিকাসো
cpii,সিপিআই,সিপিআইআিআই
hilton,হিল্টন,হিল্টন
saaraabhan,সারাভন,সারাভান
majlesher,মজলিশের,মজলেশের
songosthagulir,সংস্থাগুলির,সংস্থাগুলির
botso,বৎস,বটসসো
lawer,লোয়ার,লায়ের
phireche,ফিরেছে,ফিরেছে
liberal,লিবারাল,লিবারেল
monzil,মঞ্জিল,মনজিল
oncoler,অঞ্চলের,অঙ্কলের
promosioner,প্রোমোশনের,প্রমোশনের
maastarpiish,মাস্টারপিস,মসস্তরপিশ
leflet,লিফলেট,লেফলেট
zuktisamooher,যুক্তিসমূহের,যুক্তিসমূহের
dibyo,দিব্য,দিবিয়
delivery,ডেলিভারী,ডেলিভারি
anaitik,অনৈতিক,আনৈতিক
prokarei,প্রকারেই,প্রকারেই
choturdosh,চতুর্দশ,চতুর্দশ
qooqri,কুকরী,কুকরি
protnosthol,প্রত্নস্থল,প্রত্নস্থল
jind,জিন্দ,জিন্দ
mpobhukta,এমপিওভুক্ত,ম্ভভূক্ত
cholochchitrao,চলচ্চিত্রও,চলচ্চিত্রাও
farmikaa,ফর্মিকা,ফার্মিকা
graambaseer,গ্রামবাসীরা,গ্রামবাসির
processorer,প্রসেসরের,প্রসেসরের
avizuktake,অভিযুক্তকে,অভিযুক্তকে
prapak,প্রাপক,প্রপাক
rishiraj,রিষিরাজ,রিষিরাজ
kiblar,কিবলার,কিবলার
jakarbarg,জাকারবার্গ,জাকারবার্গ
baasttatantrakeo,বাস্তুতন্ত্রকেও,বাস্তত্তান্ত্রকেও
omorotto,অমরত্ব,অমরত্ব
holdings,হোল্ডিংস,হলডিংস
khapporey,খপ্পরে,খাপপোর
ahangkari,অহংকারী,আহংকারী
protipado,প্রতিপদ,প্রতিপাদও
dadra,দাদরা,দাদ্রা
buxar,বুক্সার,বুক্সার
abheedhane,অভিধানে,অভিধানে
gachhe,গছে,গাছে
nimnarupah,নিম্নরূপঃ,নিম্নরূপহ
listey,লিস্টে,লিস্টে
hinton,হিন্টন,হিন্তন
palke,পালকে,পালকে
revisan,রিভিশন,রেবিসান
sangsthasomuher,সংস্থাসমূহের,সংস্থাসমূহের
saber,সবের,সাবের
dennis,ডেনিস,ডেনিস
madrasagulo,মাদ্রাসাগুলো,মাদ্রাসাগুলো
anaheim,অনহেইম,অনাহেইম
aurangabad,ঔরঙ্গাবাদ,আউরঙ্গবাদ
panjika,পঞ্জিকা,পাঞ্জিকা
hotthaat,হঠাৎ,হত্যাখ
alafa,আলফা,আলাফা
shifte,শিফটে,শিফতে
eduti,এদুটি,এদুটি
cholochchitroti,চলচ্চিত্রটি,চলচ্চিত্রটি
lakhindar,লখিন্দর,লখীন্দর
joni,যোনী,জোনি
utilities,উটিলিটিস,ইউটিলিটিস
pothocharider,পথচারীদের,পথচারীদের
daqota,ডাকোটা,ডাকোটা
haariyechila,হারিয়েছিল,হারিয়েছিল
helaal,হেলাল,হেলাল
chetanake,চেতনাকে,চেতানাকে
sooresher,সুরেশের,সুরেশের
oslil,অশ্লীল,ওসলিল
habra,হাবরা,হাবরা
shishushilpeeder,শিশুশিল্পীদের,শিশিশিল্পীদের
chhotook,ছটকু,ছোটুক
solis,সোলিস,সোলিস
pragyaapaaramitaai,প্রজ্ঞাপারমিতাই,প্রজ্ঞাপরমাতিই
saider,সাইদের,সাইদের
myaganeshiyama,ম্যাগনেসিয়াম,ম্যাগনেশিয়ামা
onto,অন্তু,অন্তু
carson,কার্সোন,কারসন
meethanee,মিথেন,মিথানে
emeseye,এমএসআই,এমএসআই
bhyatikana,ভ্যাটিকান,ভ্যাটিকানা
pasupuleti,পসুপুলেতি,পসুপুলেতি
saudagar,সওদাগর,সৌদাগর
bongopsagore,বঙ্গোপসাগরে,বঙ্গোসাসগরে
shovaazaatraar,শোভাযাত্রার,শোভাযাত্রার
sheekarpur,শিকারপুর,শীকারপুর
oitihyagato,ঐতিহ্যগত,ঐতিহ্যাগত
goyal,গোয়াল,গোয়াল
dienate,ডিএনএতে,দিয়েনাতে
masjidgulor,মসজিদগুলোর,মাজিদগুলোর
potel,পটেল,পোতেল
orijan,অরিজিন,অরিজান
pepasii,পেপসি,পেপাসি
zoni,যোনী,জোনি
mausumey,মৌসুমে,মৌসুমে
parshwei,পার্শ্বেই,পার্শ্বেই
maaraoyaaraar,মারওয়ারার,মারওয়ারয়ার
tista,তিস্তা,তিস্টা
aadhikaarikaraa,আধিকারিকরা,আধিকারিকারা
nalwa,নাল্বা,নললও
dalabrriddhaa,দলবৃদ্ধা,দলবৃদ্ধ
riform,রিফর্ম,রিফর্ম
paanchabaarer,পাঁচবারের,পঞ্চাবরের
